transaction_id,product_id,location_id,transaction_type,quantity,unit_cost,transaction_date,reference_number,created_by_user
TRX-00460,ELE-PEH-4958,KAN-USA-1,ISSUE,-74,430.64,05-Jul-25,SO-2025-5743,manager
TRX-00461,CAB-UCH-5394,MUM-IN-91,RECEIPT,49,85.75,19-Mar-25,PO-2025-3017,manager
TRX-00462,ELE-HERP-6974,MUM-IN-91,RECEIPT,106,47.78,15-Jul-25,PO-2025-5188,admin
TRX-00463,ELE-PES-2645,TOR-CAN-33,RECEIPT,24,37.04,22-Mar-25,PO-2025-7557,QA
TRX-00464,CAB-SCC-8973,SYD-AUS-81,TRANSFER,55,361.57,15-Jun-25,TR-2025-3283,QA
TRX-00465,ELE-HER-3175,MUN-GER-49,RECEIPT,31,174.13,24-Mar-25,PO-2025-6887,clerk
TRX-00466,LIG-PLC-1639,MUM-IN-91,ISSUE,-57,27.58,09-May-25,SO-2025-8989,QA
TRX-00467,CAB-DCH-4000,TOR-CAN-33,TRANSFER,56,430.64,16-Jun-25,TR-2025-5384,QA
TRX-00468,ELE-SELL-1101,TOK-JAP-886,RECEIPT,41,174.13,15-Mar-25,PO-2025-9633,admin
TRX-00469,ELE-HEC-6391,KAN-USA-1,TRANSFER,-43,151.28,28-Apr-25,TR-2025-3321,manager
TRX-00470,LIG-HLS-1447,MUN-GER-49,ISSUE,-35,325.14,23-May-25,SO-2025-7197,QA
TRX-00471,ELE-PER-4151,SYD-AUS-81,TRANSFER,-46,430.64,12-Jun-25,TR-2025-3521,QA
TRX-00472,LIG-ULS-6122,SHG-CHN-77,RECEIPT,39,447.51,19-Feb-25,PO-2025-3680,admin
TRX-00473,ELE-HEC-2111,SYD-AUS-81,ISSUE,-14,85.75,24-Feb-25,SO-2025-3849,QA
TRX-00474,CAB-DCLL-1368,MUN-GER-49,TRANSFER,-8,165.02,10-Aug-25,TR-2025-2652,QA
TRX-00475,LIG-SLR-2740,MOS-RUS-92,ISSUE,-68,85.75,17-May-25,SO-2025-8677,admin
TRX-00476,ELE-UERP-5338,LON-UK-44,RECEIPT,122,385.05,08-Jul-25,PO-2025-5182,clerk
TRX-00477,LIG-PLR-3427,TOR-CAN-33,RECEIPT,33,83.65,29-Jun-25,PO-2025-9892,clerk
TRX-00478,CAB-ECH-7009,BNG-IN-91,RECEIPT,146,518.05,09-May-25,PO-2025-0425,QA
TRX-00479,ELE-EES-3318,CAI-EGY-15,TRANSFER,-70,463.47,27-Feb-25,TR-2025-1491,QA
TRX-00480,CAB-PCH-1719,BNG-IN-91,ISSUE,-63,47.78,10-Mar-25,SO-2025-7302,manager
TRX-00481,ELE-PER-7223,JUA-MEX-52,RECEIPT,104,83.65,01-Jul-25,PO-2025-9724,QA
TRX-00482,CAB-HCLL-1597,HYD-IN-91,RECEIPT,91,47.78,07-Aug-25,PO-2025-1705,manager
TRX-00483,ELE-VELL-8425,MUM-IN-91,ISSUE,-14,518.05,31-May-25,SO-2025-9117,clerk
TRX-00484,ELE-SER-1573,MOS-RUS-92,TRANSFER,33,47.78,14-Mar-25,TR-2025-0626,QA
TRX-00485,CAB-UCR-6526,SYD-AUS-81,ISSUE,-22,165.02,26-Jul-25,SO-2025-3208,QA
TRX-00486,LIG-VLH-4354,SHG-CHN-77,TRANSFER,70,518.05,28-Jun-25,TR-2025-8180,admin
TRX-00487,CAB-PCS-7593,SYD-AUS-81,TRANSFER,70,165.02,10-Aug-25,TR-2025-0690,QA
TRX-00488,CAB-VCS-9964,SHG-CHN-77,ISSUE,-52,70.3,21-Jun-25,SO-2025-1421,clerk
TRX-00489,ELE-DEH-2427,TOR-CAN-33,RECEIPT,144,85.75,30-Apr-25,PO-2025-0830,QA
TRX-00490,ELE-SES-6213,LON-UK-44,TRANSFER,-26,83.65,09-Mar-25,TR-2025-7259,manager
TRX-00491,LIG-ULS-5285,LON-UK-44,TRANSFER,-8,135.45,03-Jun-25,TR-2025-6156,QA
TRX-00492,CAB-PCS-2592,HYD-IN-91,RECEIPT,37,135.45,25-Jun-25,PO-2025-8230,manager
TRX-00493,CAB-VCC-2551,TOK-JAP-886,ISSUE,-76,518.05,29-Jun-25,SO-2025-4663,admin
TRX-00494,ELE-UEC-8979,MUN-GER-49,TRANSFER,-57,47.78,27-Feb-25,TR-2025-7108,QA
TRX-00495,LIG-ELC-5841,JUA-MEX-52,ISSUE,-75,361.57,28-Feb-25,SO-2025-6359,admin
TRX-00496,CAB-SCCM-6609,LON-UK-44,TRANSFER,-67,325.14,27-May-25,TR-2025-8032,admin
TRX-00497,LIG-ULCM-4821,DBN-SA-70,RECEIPT,45,135.45,07-May-25,PO-2025-1151,QA
TRX-00498,ELE-HES-8954,DBN-SA-70,ISSUE,-19,174.13,23-Apr-25,SO-2025-4035,manager
TRX-00499,ELE-SELL-1101,MOS-RUS-92,ISSUE,-39,447.51,06-Mar-25,SO-2025-4946,QA
TRX-00500,ELE-EEH-4492,CAI-EGY-15,TRANSFER,7,85.75,24-Apr-25,TR-2025-4898,manager
TRX-00501,CAB-PCC-4723,KAN-USA-1,ISSUE,-9,583.41,19-Mar-25,SO-2025-4626,admin
TRX-00502,LIG-VLCM-1919,BNG-IN-91,TRANSFER,65,47.78,04-Jun-25,TR-2025-9104,clerk
TRX-00503,CAB-UCLL-8978,CAI-EGY-15,RECEIPT,83,463.47,30-Apr-25,PO-2025-4122,QA
TRX-00504,ELE-PELL-2328,MUM-IN-91,RECEIPT,24,230.61,05-Mar-25,PO-2025-5376,clerk
TRX-00505,CAB-SCS-9865,SHG-CHN-77,RECEIPT,24,583.41,14-Jul-25,PO-2025-0142,manager
TRX-00506,ELE-SEC-5371,PAR-FRA-55,TRANSFER,52,135.45,24-Feb-25,TR-2025-6865,QA
TRX-00507,LIG-HLC-8466,CAI-EGY-15,TRANSFER,41,70.3,01-Aug-25,TR-2025-9629,clerk
TRX-00508,CAB-HCRP-6846,DBN-SA-70,RECEIPT,62,385.05,17-May-25,PO-2025-9269,clerk
TRX-00509,ELE-EECM-5473,DBN-SA-70,RECEIPT,63,151.28,03-May-25,PO-2025-6452,QA
TRX-00510,CAB-SCC-9497,DBN-SA-70,RECEIPT,108,385.05,10-Jul-25,PO-2025-2037,clerk
TRX-00511,LIG-DLC-6719,BNG-IN-91,ISSUE,-89,385.05,15-Apr-25,SO-2025-2054,QA
TRX-00512,CAB-PCH-8909,LON-UK-44,TRANSFER,-59,85.75,01-Aug-25,TR-2025-1559,clerk
TRX-00513,ELE-HER-3175,LON-UK-44,TRANSFER,5,583.41,20-May-25,TR-2025-4578,admin
TRX-00514,ELE-UEH-9223,KAN-USA-1,TRANSFER,52,70.3,08-May-25,TR-2025-4966,QA
TRX-00515,CAB-SCH-4757,KAN-USA-1,ISSUE,-49,37.04,25-Feb-25,SO-2025-8719,admin
TRX-00516,ELE-SES-2322,PAR-FRA-55,RECEIPT,116,70.3,07-Aug-25,PO-2025-6498,admin
TRX-00517,ELE-PER-3055,BNG-IN-91,RECEIPT,112,174.13,14-Feb-25,PO-2025-0244,clerk
TRX-00518,LIG-HLS-7307,HYD-IN-91,TRANSFER,36,47.78,04-Aug-25,TR-2025-6118,manager
TRX-00519,ELE-PEH-4958,PAR-FRA-55,TRANSFER,-22,85.75,31-Jul-25,TR-2025-2072,admin
TRX-00520,CAB-VCS-3801,MUM-IN-91,RECEIPT,40,70.3,21-Apr-25,PO-2025-6638,admin
TRX-00521,ELE-SELL-1101,MOS-RUS-92,ISSUE,-18,230.61,11-Mar-25,SO-2025-6504,admin
TRX-00522,LIG-PLLL-3329,TOR-CAN-33,ISSUE,-18,583.41,02-Aug-25,SO-2025-9125,manager
TRX-00523,CAB-VCRP-9138,BNG-IN-91,ISSUE,-18,83.65,29-May-25,SO-2025-4064,manager
TRX-00524,ELE-DERP-1870,LON-UK-44,TRANSFER,-39,145.14,24-Jul-25,TR-2025-0527,admin
TRX-00525,LIG-SLS-6739,MOS-RUS-92,RECEIPT,107,518.05,01-May-25,PO-2025-2756,manager
TRX-00526,ELE-HELL-2285,BNG-IN-91,ISSUE,-68,70.3,22-Apr-25,SO-2025-0772,manager
TRX-00527,CAB-UCR-3301,SHG-CHN-77,ISSUE,-93,583.41,27-Jun-25,SO-2025-9460,manager
TRX-00528,ELE-PES-2645,HYD-IN-91,ISSUE,-10,430.64,29-Apr-25,SO-2025-9501,QA
TRX-00529,CAB-PCCM-1045,LON-UK-44,TRANSFER,5,145.14,23-Jul-25,TR-2025-8396,admin
TRX-00530,LIG-ULS-5285,SYD-AUS-81,RECEIPT,81,151.28,29-Jul-25,PO-2025-6019,manager
TRX-00531,CAB-PCS-9092,LON-UK-44,TRANSFER,-48,463.47,24-Jul-25,TR-2025-3527,QA
TRX-00532,ELE-EES-4900,CAI-EGY-15,TRANSFER,48,145.14,21-Apr-25,TR-2025-6585,clerk
TRX-00533,ELE-PERP-5958,TOR-CAN-33,TRANSFER,23,145.14,01-May-25,TR-2025-2201,clerk
TRX-00534,CAB-DCH-5483,CAI-EGY-15,ISSUE,-6,85.75,28-Jul-25,SO-2025-0972,manager
TRX-00535,ELE-UEC-5782,BNG-IN-91,TRANSFER,-41,463.47,10-Mar-25,TR-2025-8470,admin
TRX-00536,LIG-HLCM-9594,MUN-GER-49,RECEIPT,44,47.78,27-Feb-25,PO-2025-9662,manager
TRX-00537,ELE-PEH-2480,SYD-AUS-81,RECEIPT,124,85.75,28-Jul-25,PO-2025-1197,clerk
TRX-00538,CAB-UCC-8252,JUA-MEX-52,TRANSFER,13,151.28,28-Mar-25,TR-2025-3878,admin
TRX-00539,ELE-VEC-9758,LON-UK-44,TRANSFER,-33,135.45,10-Jun-25,TR-2025-6557,admin
TRX-00540,CAB-HCC-1231,TOR-CAN-33,RECEIPT,24,27.58,12-May-25,PO-2025-9731,clerk
TRX-00541,LIG-ULS-6122,DBN-SA-70,TRANSFER,-53,447.51,16-Jul-25,TR-2025-8378,QA
TRX-00542,ELE-SEC-1497,MOS-RUS-92,ISSUE,-99,85.75,28-Mar-25,SO-2025-0583,QA
TRX-00543,LIG-VLLL-7411,PAR-FRA-55,ISSUE,-93,325.14,23-May-25,SO-2025-9287,manager
TRX-00544,ELE-PES-8672,TOK-JAP-886,TRANSFER,9,165.02,17-Apr-25,TR-2025-8213,admin
TRX-00545,CAB-PCH-1719,PAR-FRA-55,RECEIPT,111,447.51,03-Jun-25,PO-2025-6754,manager
TRX-00546,ELE-SELL-1101,PAR-FRA-55,ISSUE,-56,151.28,09-Jun-25,SO-2025-0585,admin
TRX-00547,LIG-ULRP-1925,CAI-EGY-15,RECEIPT,133,447.51,02-Apr-25,PO-2025-4716,clerk
TRX-00548,ELE-UEC-8893,MUM-IN-91,TRANSFER,-55,151.28,13-Mar-25,TR-2025-9422,admin
TRX-00549,CAB-HCLL-1597,TOR-CAN-33,TRANSFER,-25,145.14,09-Mar-25,TR-2025-0589,admin
TRX-00550,ELE-EEC-1594,TOK-JAP-886,TRANSFER,53,174.13,20-Jul-25,TR-2025-3664,clerk
TRX-00551,LIG-PLR-3623,LON-UK-44,ISSUE,-73,83.65,02-Jul-25,SO-2025-9263,QA
TRX-00552,ELE-PEH-4958,JUA-MEX-52,TRANSFER,57,174.13,14-Jun-25,TR-2025-5971,clerk
TRX-00553,CAB-DCCM-3890,DBN-SA-70,ISSUE,-34,83.65,09-Apr-25,SO-2025-5897,admin
TRX-00554,ELE-SES-6213,MUN-GER-49,ISSUE,-24,151.28,03-Aug-25,SO-2025-6514,clerk
TRX-00555,ELE-PER-6577,MUM-IN-91,ISSUE,-19,145.14,26-Jul-25,SO-2025-7980,admin
TRX-00556,LIG-VLC-6537,SYD-AUS-81,RECEIPT,91,145.14,21-Feb-25,PO-2025-9215,QA
TRX-00557,ELE-UECM-2703,LON-UK-44,RECEIPT,125,430.64,23-Apr-25,PO-2025-5393,QA
TRX-00558,CAB-SCLL-8561,SHG-CHN-77,TRANSFER,38,463.47,20-Mar-25,TR-2025-4488,admin
TRX-00559,ELE-HES-5663,JUA-MEX-52,RECEIPT,88,230.61,27-Mar-25,PO-2025-5994,QA
TRX-00560,ELE-EERP-3610,JUA-MEX-52,ISSUE,-74,27.58,23-Mar-25,SO-2025-7607,clerk
TRX-00561,CAB-DCR-7490,BNG-IN-91,ISSUE,-13,230.61,05-Apr-25,SO-2025-2772,QA
TRX-00562,CAB-UCRP-8556,SYD-AUS-81,ISSUE,-26,27.58,01-Jun-25,SO-2025-7561,manager
TRX-00563,ELE-HEC-6261,PAR-FRA-55,RECEIPT,117,230.61,09-Jul-25,PO-2025-2080,QA
TRX-00564,CAB-PCC-4515,DBN-SA-70,ISSUE,-37,518.05,20-Jun-25,SO-2025-3287,manager
TRX-00565,LIG-HLS-6207,MOS-RUS-92,TRANSFER,6,145.14,16-Mar-25,TR-2025-3590,clerk
TRX-00566,ELE-SELL-1101,DBN-SA-70,TRANSFER,34,447.51,01-Aug-25,TR-2025-0422,QA
TRX-00567,LIG-ELRP-6944,MUN-GER-49,RECEIPT,37,385.05,05-Mar-25,PO-2025-0314,QA
TRX-00568,ELE-PES-2645,MUM-IN-91,TRANSFER,37,83.65,26-May-25,TR-2025-2157,QA
TRX-00569,ELE-UEH-9223,MUM-IN-91,RECEIPT,43,165.02,24-May-25,PO-2025-3015,clerk
TRX-00570,CAB-PCS-2592,SHG-CHN-77,TRANSFER,-63,518.05,20-Apr-25,TR-2025-0709,clerk
TRX-00571,ELE-HES-8954,SYD-AUS-81,TRANSFER,-35,463.47,30-May-25,TR-2025-6792,manager
TRX-00572,LIG-HLR-7050,HYD-IN-91,ISSUE,-37,83.65,14-Apr-25,SO-2025-2638,admin
TRX-00573,ELE-DEH-2427,BNG-IN-91,RECEIPT,62,230.61,01-Aug-25,PO-2025-7439,clerk
TRX-00574,CAB-VCLL-5346,TOK-JAP-886,ISSUE,-18,151.28,20-Feb-25,SO-2025-2334,QA
TRX-00575,LIG-DLS-9851,MUM-IN-91,TRANSFER,44,325.14,21-Jul-25,TR-2025-8472,manager
TRX-00576,ELE-SES-2322,MUM-IN-91,TRANSFER,47,27.58,11-Feb-25,TR-2025-8933,QA
TRX-00577,CAB-VCS-9964,SHG-CHN-77,ISSUE,-27,385.05,15-Jul-25,SO-2025-4156,QA
TRX-00578,ELE-PEH-4958,CAI-EGY-15,ISSUE,-90,151.28,01-Jun-25,SO-2025-7191,clerk
TRX-00579,CAB-SCCM-4572,SYD-AUS-81,TRANSFER,-68,145.14,09-Apr-25,TR-2025-9151,admin
TRX-00580,ELE-HEC-9237,TOK-JAP-886,ISSUE,-61,135.45,20-Feb-25,SO-2025-6620,QA
TRX-00581,ELE-PER-7223,MOS-RUS-92,TRANSFER,-6,85.75,30-Jul-25,TR-2025-5367,clerk
TRX-00582,CAB-DCLL-1368,SHG-CHN-77,TRANSFER,57,174.13,15-Jul-25,TR-2025-4690,manager
TRX-00583,ELE-PEH-2480,SHG-CHN-77,TRANSFER,19,83.65,29-Mar-25,TR-2025-1831,QA
TRX-00584,LIG-SLLL-9777,MUN-GER-49,TRANSFER,41,385.05,29-May-25,TR-2025-0986,manager
TRX-00585,CAB-PCS-5789,JUA-MEX-52,TRANSFER,67,430.64,26-Mar-25,TR-2025-2104,clerk
TRX-00586,ELE-HERP-6974,SHG-CHN-77,ISSUE,-39,430.64,07-Apr-25,SO-2025-9529,clerk
TRX-00587,ELE-UER-8458,MUN-GER-49,ISSUE,-70,47.78,18-Feb-25,SO-2025-4657,clerk
TRX-00588,LIG-ULC-4840,CAI-EGY-15,RECEIPT,122,430.64,13-Jun-25,PO-2025-0003,clerk
TRX-00589,ELE-SEC-2116,SYD-AUS-81,RECEIPT,150,85.75,22-Feb-25,PO-2025-2401,clerk
TRX-00590,CAB-UCH-4919,HYD-IN-91,ISSUE,-25,165.02,11-Mar-25,SO-2025-4018,admin
TRX-00591,CAB-HCRP-1461,LON-UK-44,ISSUE,-66,85.75,06-Aug-25,SO-2025-6084,manager
TRX-00592,ELE-UEC-8979,TOR-CAN-33,TRANSFER,-68,518.05,14-Apr-25,TR-2025-8740,admin
TRX-00593,LIG-ULH-8466,LON-UK-44,TRANSFER,-39,37.04,30-May-25,TR-2025-5639,manager
TRX-00594,CAB-SCS-7166,JUA-MEX-52,TRANSFER,-46,135.45,22-Jun-25,TR-2025-1544,QA
TRX-00595,LIG-ULS-5222,TOR-CAN-33,TRANSFER,-56,37.04,01-Jul-25,TR-2025-4253,QA
TRX-00596,ELE-PES-9011,MOS-RUS-92,RECEIPT,41,230.61,25-Jul-25,PO-2025-7680,manager
TRX-00597,CAB-DCCM-9513,MUN-GER-49,TRANSFER,-64,583.41,07-Apr-25,TR-2025-0647,QA
TRX-00598,ELE-PER-4151,CAI-EGY-15,ISSUE,-52,70.3,20-Feb-25,SO-2025-2667,QA
TRX-00599,CAB-SCH-1731,HYD-IN-91,RECEIPT,59,430.64,23-Feb-25,PO-2025-2618,QA
TRX-00600,LIG-PLC-1639,DBN-SA-70,TRANSFER,45,583.41,24-Apr-25,TR-2025-6446,admin
TRX-00601,CAB-DCCM-8680,BNG-IN-91,TRANSFER,65,135.45,06-Aug-25,TR-2025-7308,admin
TRX-00602,LIG-ELC-5841,SYD-AUS-81,ISSUE,-26,47.78,18-Jul-25,SO-2025-1603,clerk
TRX-00603,ELE-PES-2645,SHG-CHN-77,RECEIPT,115,85.75,30-Jul-25,PO-2025-7345,manager
TRX-00604,CAB-PCH-7464,SHG-CHN-77,ISSUE,-31,583.41,10-Jul-25,SO-2025-3553,QA
TRX-00605,ELE-SELL-1101,SYD-AUS-81,TRANSFER,-50,85.75,08-Mar-25,TR-2025-7383,manager
TRX-00606,LIG-HLS-1447,SYD-AUS-81,ISSUE,-85,174.13,21-Jul-25,SO-2025-8729,clerk
TRX-00607,CAB-SCC-8973,MUN-GER-49,RECEIPT,120,37.04,07-Mar-25,PO-2025-1085,clerk
TRX-00608,ELE-UECM-2703,SHG-CHN-77,TRANSFER,57,430.64,08-May-25,TR-2025-2024,QA
TRX-00609,LIG-ULRP-5976,LON-UK-44,RECEIPT,120,325.14,25-Feb-25,PO-2025-0128,clerk
TRX-00610,CAB-SCH-9306,JUA-MEX-52,RECEIPT,133,518.05,02-Jun-25,PO-2025-6668,QA
TRX-00611,ELE-PEH-4958,LON-UK-44,RECEIPT,39,325.14,20-Jun-25,PO-2025-3996,clerk
TRX-00612,ELE-SES-2322,TOK-JAP-886,TRANSFER,-11,151.28,21-Mar-25,TR-2025-9001,clerk
TRX-00613,LIG-HLC-9144,MUM-IN-91,RECEIPT,132,361.57,13-Jun-25,PO-2025-7340,QA
TRX-00614,CAB-PCC-4723,KAN-USA-1,ISSUE,-9,37.04,16-Jul-25,SO-2025-1338,clerk
TRX-00615,ELE-EECM-7416,DBN-SA-70,ISSUE,-36,70.3,30-Jul-25,SO-2025-4026,clerk
TRX-00616,LIG-ULS-6122,HYD-IN-91,RECEIPT,83,165.02,01-Jun-25,PO-2025-0637,clerk
TRX-00617,ELE-HEC-6261,TOR-CAN-33,RECEIPT,142,83.65,29-Jul-25,PO-2025-2872,manager
TRX-00618,CAB-VCS-3801,TOK-JAP-886,RECEIPT,144,27.58,26-Mar-25,PO-2025-8978,admin
TRX-00619,ELE-PERP-5958,KAN-USA-1,RECEIPT,75,430.64,08-Jul-25,PO-2025-3975,manager
TRX-00620,LIG-SLS-8587,SYD-AUS-81,RECEIPT,75,145.14,03-Jun-25,PO-2025-4042,clerk
TRX-00621,CAB-HCR-6088,MOS-RUS-92,RECEIPT,150,151.28,11-Mar-25,PO-2025-9100,admin
TRX-00622,ELE-SEC-1497,TOR-CAN-33,TRANSFER,-28,174.13,14-May-25,TR-2025-2471,manager
TRX-00623,ELE-UEC-8893,LON-UK-44,ISSUE,-18,145.14,24-Jul-25,SO-2025-8565,manager
TRX-00624,LIG-VLS-7914,BNG-IN-91,TRANSFER,55,463.47,04-Apr-25,TR-2025-4251,manager
TRX-00625,CAB-UCCM-8368,JUA-MEX-52,RECEIPT,79,430.64,15-May-25,PO-2025-2060,QA
TRX-00626,ELE-PES-8672,SHG-CHN-77,TRANSFER,55,174.13,14-May-25,TR-2025-9546,clerk
TRX-00627,ELE-HELL-2285,MUM-IN-91,ISSUE,-90,174.13,08-Aug-25,SO-2025-5172,clerk
TRX-00628,LIG-VLLL-7411,PAR-FRA-55,ISSUE,-93,361.57,11-Feb-25,SO-2025-9510,admin
TRX-00629,ELE-PEH-2480,PAR-FRA-55,RECEIPT,89,385.05,13-Jun-25,PO-2025-1973,manager
TRX-00630,CAB-DCH-5941,BNG-IN-91,RECEIPT,119,230.61,18-Apr-25,PO-2025-4339,clerk
TRX-00631,ELE-UERP-5338,TOR-CAN-33,RECEIPT,112,430.64,16-Apr-25,PO-2025-5322,manager
TRX-00632,ELE-SELL-1101,KAN-USA-1,ISSUE,-69,518.05,17-Jul-25,SO-2025-2894,clerk
TRX-00633,LIG-ULH-7871,LON-UK-44,TRANSFER,41,135.45,27-Mar-25,TR-2025-2399,manager
TRX-00634,ELE-PER-6577,CAI-EGY-15,RECEIPT,23,518.05,18-Apr-25,PO-2025-6359,clerk
TRX-00635,CAB-PCH-1719,CAI-EGY-15,RECEIPT,75,70.3,24-Apr-25,PO-2025-7980,admin
TRX-00636,LIG-HLS-6207,PAR-FRA-55,RECEIPT,98,430.64,11-Jul-25,PO-2025-0355,manager
TRX-00637,ELE-HERP-6974,MOS-RUS-92,TRANSFER,-32,518.05,14-Jul-25,TR-2025-1648,clerk
TRX-00638,CAB-SCLL-8561,MUM-IN-91,RECEIPT,124,135.45,19-Jun-25,PO-2025-9030,admin
TRX-00639,ELE-EES-4900,SYD-AUS-81,ISSUE,-26,47.78,05-Aug-25,SO-2025-7244,admin
TRX-00640,LIG-DLRP-2990,LON-UK-44,RECEIPT,119,325.14,23-Mar-25,PO-2025-4694,clerk
TRX-00641,ELE-PER-3055,HYD-IN-91,RECEIPT,19,361.57,04-Mar-25,PO-2025-5181,manager
TRX-00642,CAB-SCH-7692,LON-UK-44,ISSUE,-35,230.61,06-Jul-25,SO-2025-7831,QA
TRX-00643,ELE-HES-6969,TOR-CAN-33,RECEIPT,52,174.13,21-Apr-25,PO-2025-7351,admin
TRX-00644,LIG-ULC-4840,DBN-SA-70,RECEIPT,31,135.45,10-Apr-25,PO-2025-1458,admin
TRX-00645,ELE-PES-2645,TOK-JAP-886,RECEIPT,16,325.14,23-Jun-25,PO-2025-3179,clerk
TRX-00646,CAB-UCR-3301,JUA-MEX-52,RECEIPT,100,47.78,30-Mar-25,PO-2025-4507,QA
TRX-00647,ELE-HEC-6391,DBN-SA-70,TRANSFER,-32,135.45,21-Apr-25,TR-2025-5508,QA
TRX-00648,LIG-ULS-5285,BNG-IN-91,ISSUE,-55,135.45,27-Feb-25,SO-2025-3948,QA
TRX-00649,CAB-PCC-3927,LON-UK-44,TRANSFER,15,145.14,17-Mar-25,TR-2025-4613,clerk
TRX-00650,ELE-PES-9011,DBN-SA-70,RECEIPT,23,583.41,08-Apr-25,PO-2025-7525,manager
TRX-00651,LIG-VLC-6537,LON-UK-44,ISSUE,-23,385.05,21-Feb-25,SO-2025-4590,admin
TRX-00652,CAB-DCCM-3890,MOS-RUS-92,TRANSFER,8,70.3,09-Jun-25,TR-2025-0300,clerk
TRX-00653,ELE-UEH-9223,KAN-USA-1,ISSUE,-5,230.61,27-Jun-25,SO-2025-9482,QA
TRX-00654,ELE-HEH-5911,MOS-RUS-92,ISSUE,-23,447.51,02-Aug-25,SO-2025-7686,admin
TRX-00655,CAB-UCH-4919,CAI-EGY-15,RECEIPT,75,85.75,11-May-25,PO-2025-0334,admin
TRX-00656,ELE-SEC-5371,HYD-IN-91,ISSUE,-83,27.58,19-Feb-25,SO-2025-7129,QA
TRX-00657,ELE-PES-2645,DBN-SA-70,ISSUE,-70,447.51,19-Apr-25,SO-2025-2660,QA
TRX-00658,ELE-PES-8672,LON-UK-44,RECEIPT,97,583.41,27-Jul-25,PO-2025-6735,admin
TRX-00659,CAB-PCH-8909,MOS-RUS-92,ISSUE,-39,47.78,21-Jul-25,SO-2025-6029,admin
TRX-00660,ELE-SELL-1101,PAR-FRA-55,ISSUE,-91,135.45,20-Jul-25,SO-2025-3415,manager
TRX-00661,LIG-HLS-1447,MOS-RUS-92,RECEIPT,32,70.3,06-May-25,PO-2025-8793,manager
TRX-00662,CAB-HCLL-1597,LON-UK-44,RECEIPT,137,165.02,24-Jun-25,PO-2025-4123,clerk
TRX-00663,ELE-SES-6213,SHG-CHN-77,TRANSFER,-27,85.75,29-May-25,TR-2025-5378,admin
TRX-00664,ELE-PERP-5958,DBN-SA-70,TRANSFER,-48,27.58,14-Apr-25,TR-2025-0503,manager
TRX-00665,CAB-VCLL-5346,LON-UK-44,ISSUE,-43,174.13,25-Jun-25,SO-2025-1082,admin
TRX-00666,ELE-HEC-9767,SYD-AUS-81,RECEIPT,25,85.75,17-Jun-25,PO-2025-8317,QA
TRX-00667,CAB-PCC-4515,TOK-JAP-886,TRANSFER,-56,325.14,26-Apr-25,TR-2025-0435,manager
TRX-00668,ELE-PEH-4958,CAI-EGY-15,TRANSFER,-13,83.65,01-Jul-25,TR-2025-5776,QA
TRX-00669,LIG-VLH-4354,JUA-MEX-52,TRANSFER,53,165.02,17-Apr-25,TR-2025-4074,QA
TRX-00670,CAB-UCRP-8556,SHG-CHN-77,RECEIPT,111,583.41,14-Mar-25,PO-2025-0609,QA
TRX-00671,ELE-HER-3175,HYD-IN-91,ISSUE,-82,385.05,26-Jul-25,SO-2025-4259,clerk
TRX-00672,LIG-PLC-3001,SYD-AUS-81,TRANSFER,-36,70.3,31-May-25,TR-2025-1906,QA
TRX-00673,CAB-VCRP-9138,MUM-IN-91,TRANSFER,-68,518.05,25-Feb-25,TR-2025-0521,clerk
TRX-00674,ELE-PES-2645,TOK-JAP-886,ISSUE,-10,145.14,20-Jun-25,SO-2025-2924,admin
TRX-00675,LIG-ULCM-4821,JUA-MEX-52,ISSUE,-15,463.47,10-Apr-25,SO-2025-3621,admin
TRX-00676,CAB-SCS-3360,JUA-MEX-52,ISSUE,-72,70.3,12-Feb-25,SO-2025-0313,manager
TRX-00677,ELE-EES-3318,TOK-JAP-886,ISSUE,-54,47.78,07-Mar-25,SO-2025-8677,manager
TRX-00678,ELE-PES-2645,SYD-AUS-81,RECEIPT,129,83.65,11-Feb-25,PO-2025-3440,clerk
TRX-00679,CAB-SCC-9497,DBN-SA-70,TRANSFER,-10,361.57,20-Feb-25,TR-2025-4636,admin
TRX-00680,ELE-SELL-1101,HYD-IN-91,TRANSFER,-45,385.05,04-Mar-25,TR-2025-2854,manager
TRX-00681,LIG-SLS-6739,HYD-IN-91,RECEIPT,150,430.64,25-May-25,PO-2025-8326,manager
TRX-00682,CAB-SCCM-6609,KAN-USA-1,RECEIPT,131,47.78,25-Feb-25,PO-2025-6531,manager
TRX-00683,ELE-SES-2322,CAI-EGY-15,TRANSFER,-45,463.47,05-Mar-25,TR-2025-6846,admin
TRX-00684,ELE-UEC-5782,MOS-RUS-92,RECEIPT,143,47.78,18-Jun-25,PO-2025-9456,manager
TRX-00685,ELE-HES-8954,HYD-IN-91,ISSUE,-15,27.58,05-May-25,SO-2025-7188,admin
TRX-00686,LIG-DLS-2315,CAI-EGY-15,TRANSFER,12,463.47,31-Mar-25,TR-2025-5981,QA
TRX-00687,ELE-PEH-2480,TOR-CAN-33,ISSUE,-30,165.02,17-Feb-25,SO-2025-5631,QA
TRX-00688,CAB-HCRP-1461,TOK-JAP-886,RECEIPT,64,145.14,11-Feb-25,PO-2025-7128,QA
TRX-00689,ELE-SELL-1101,DBN-SA-70,TRANSFER,-49,85.75,30-Jul-25,TR-2025-8841,clerk
